#,0,1,2,3,4,5,6,1006,7,8,9,10,11,12,21,22,23,31,32,36,33,34,35,93,94,95,96,97,98,52001,52002,52003,52004,52005,52006,52007,99
102,真黄,8,9,0,0,0,1,0,2,0,70,120,150,200,8,12,9,25,8,10,30,12,30,-80,1600,12800,2,59,10,0,20,0,0,0,0,0,天生金色遍身黄，肉腿如同金箔装。\n更生一付乌牙齿，敌尽诸虫不可当。
103,真紫,8,9,0,0,0,1,0,3,0,60,115,140,140,10,7,10,35,10,5,25,15,35,-80,1600,12800,3,58,10,20,0,0,0,0,0,0,紫者如同着紫袍，头浓刚性项如毛。\n钳更细长如血色，独占场中第一豪。
104,真红,8,9,0,0,0,2,0,4,0,50,110,100,100,5,5,14,50,14,-5,0,0,40,-80,1600,12800,4,57,10,0,0,0,20,0,0,0,眼如椒子遍身红，腿脚如霜须尾同。\n若逢敌手君休怕，数番咬死又成功。
105,真乌,8,9,0,0,0,2,0,5,0,40,105,130,90,6,14,8,20,5,5,50,8,65,-80,1600,12800,5,56,10,0,0,0,0,0,20,0,黑者须当头似漆，仔细看来無别色。\n于中牙肚白如银，到作将军为第一。
106,真白,8,9,0,0,0,2,0,6,0,30,100,90,130,14,3,7,45,12,-10,0,0,45,-80,1600,12800,6,55,10,0,0,20,0,0,0,0,白头白项翅如银，上手观来一似冰。\n枣红牙齿如針利，总無骨肉似将军。
201,正青|青,6,2,1,0,0,24,0,0,0.22,50,50,150,80,2,3,4,5,5,10,25,5,10,16,900,5400,0,60,4,0,0,0,0,1,0,0,
202,淡青|淡青,6,2,1,0,0,16,0,0,0.24,50,50,130,100,3,4,5,8,4,10,25,4,15,16,900,5400,1,60,4,0,0,0,0,2,0,0,
203,白青|白青,6,2,1,0,0,8,0,0,0.26,50,50,140,90,5,4,5,7,4,10,20,5,15,16,900,5400,2,60,4,0,0,0,0,3,0,0,
204,蟹青|蟹壳青,6,2,1,0,0,4,0,0,0.28,50,50,150,80,5,6,6,6,5,10,25,7,15,16,900,5400,3,60,5,0,0,0,0,4,0,0,
205,重青|重青,6,2,1,0,0,2,0,0,0.3,50,50,160,100,5,6,6,7,6,10,25,8,10,16,900,5400,4,60,5,0,0,0,0,5,0,0,
206,砂青|红砂青,6,2,1,0,0,1,0,0,0.32,50,50,150,120,6,6,7,9,6,10,20,7,15,16,900,5400,5,60,5,0,0,0,0,6,0,0,
207,正黄|黄,5,2,2,0,0,24,0,0,0.2,40,40,100,160,1,4,2,15,5,0,15,5,20,12,625,3125,6,59,4,0,1,0,0,0,0,0,
208,淡黄|淡黄,5,2,2,0,0,16,0,0,0.22,40,40,90,120,3,7,3,18,7,0,10,6,25,12,625,3125,7,59,4,0,2,0,0,0,0,0,
209,暗黄|暗黄,5,2,2,0,0,8,0,0,0.24,40,40,100,140,2,6,5,10,6,0,15,8,25,12,625,3125,8,59,4,0,3,0,0,0,0,0,
210,白黄|白黄,5,2,2,0,0,4,0,0,0.26,40,40,90,160,4,7,5,15,5,0,10,6,20,12,625,3125,9,59,5,0,4,0,0,0,0,0,
211,黑黄|黑黄,5,2,2,0,0,2,0,0,0.28,40,40,110,160,3,8,6,15,6,0,18,7,20,12,625,3125,10,59,5,0,5,0,0,0,0,0,
212,油黄|油黄,5,2,2,0,0,1,0,0,0.3,40,40,120,170,4,9,5,18,7,0,15,7,25,12,625,3125,11,59,5,0,6,0,0,0,0,0,
213,正紫|紫,4,2,3,0,0,24,0,0,0.16,30,30,70,70,4,2,3,25,6,-10,10,8,30,8,400,1600,12,58,4,1,0,0,0,0,0,0,
214,淡紫|淡紫,4,2,3,0,0,16,0,0,0.18,30,30,60,70,4,2,4,30,7,-10,10,7,30,8,400,1600,13,58,4,2,0,0,0,0,0,0,
215,栗紫|栗子紫,4,2,3,0,0,8,0,0,0.2,30,30,80,80,5,2,5,20,5,-10,15,10,25,8,400,1600,14,58,4,3,0,0,0,0,0,0,
216,黑紫|黑紫,4,2,3,0,0,4,0,0,0.22,30,30,90,80,5,3,5,25,6,-10,12,12,25,8,400,1600,15,58,5,4,0,0,0,0,0,0,
217,砂紫|红砂紫,4,2,3,0,0,2,0,0,0.24,30,30,70,70,6,4,6,30,8,-10,15,10,30,8,400,1600,16,58,5,5,0,0,0,0,0,0,
218,白紫|白紫,4,2,3,0,0,1,0,0,0.26,30,30,80,80,7,5,6,30,7,-10,12,12,30,8,400,1600,17,58,5,6,0,0,0,0,0,0,
219,正红|红,3,2,4,0,0,24,0,0,0.12,20,20,50,50,2,2,5,30,7,-10,0,0,30,4,225,675,18,57,4,0,0,0,1,0,0,0,
220,白红|白红,3,2,4,0,0,16,0,0,0.14,20,20,50,60,3,3,5,35,7,-10,0,0,25,4,225,675,19,57,4,0,0,0,2,0,0,0,
221,紫红|紫红,3,2,4,0,0,8,0,0,0.16,20,20,60,60,2,4,6,35,9,-10,0,0,30,4,225,675,20,57,4,0,0,0,3,0,0,0,
222,金红|金红,3,2,4,0,0,4,0,0,0.18,20,20,70,60,4,5,7,30,7,-10,0,0,25,4,225,675,21,57,5,0,0,0,4,0,0,0,
223,霞红|落霞红,3,2,4,0,0,2,0,0,0.2,20,20,60,50,5,4,8,30,9,-10,0,0,30,4,225,675,22,57,5,0,0,0,5,0,0,0,
224,血红|石榴红,3,2,4,0,0,1,0,0,0.22,20,20,60,70,4,4,9,40,9,-10,0,0,30,4,225,675,23,57,5,0,0,0,6,0,0,0,
225,正黑|黑,2,2,5,0,0,24,0,0,0.08,10,10,70,60,1,4,1,10,3,5,20,5,45,4,100,200,24,56,4,0,0,0,0,0,1,0,
226,灰黑|灰黑,2,2,5,0,0,16,0,0,0.1,10,10,60,40,2,5,2,8,3,5,25,6,50,4,100,200,25,56,4,0,0,0,0,0,2,0,
227,麻黑|麻黑,2,2,5,0,0,8,0,0,0.12,10,10,80,60,1,6,2,10,4,5,25,7,45,4,100,200,26,56,4,0,0,0,0,0,3,0,
228,墨黑|墨黑,2,2,5,0,0,4,0,0,0.14,10,10,90,50,2,7,4,8,4,5,20,6,45,4,100,200,27,56,5,0,0,0,0,0,4,0,
229,灶黑|锅灶黑,2,2,5,0,0,2,0,0,0.16,10,10,90,70,1,8,4,10,4,5,25,8,50,4,100,200,28,56,5,0,0,0,0,0,5,0,
230,炭黑|炭黑,2,2,5,0,0,1,0,0,0.18,10,10,80,70,2,9,4,12,4,5,30,10,50,4,100,200,29,56,5,0,0,0,0,0,6,0,
231,正白|白,1,2,6,0,0,24,0,0,0.06,0,0,40,30,3,1,2,30,5,-10,0,0,30,8,25,25,30,55,4,0,0,1,0,0,0,0,
232,哑白|哑白,1,2,6,0,0,16,0,0,0.08,0,0,50,40,4,2,2,25,6,-10,0,0,25,8,25,25,31,55,4,0,0,2,0,0,0,0,
233,淡白|淡白,1,2,6,0,0,8,0,0,0.1,0,0,40,50,5,2,2,30,6,-10,0,0,35,8,25,25,32,55,4,0,0,3,0,0,0,0,
234,花白|芦花白,1,2,6,0,0,4,0,0,0.12,0,0,50,40,6,1,3,30,7,-10,0,0,30,8,25,25,33,55,5,0,0,4,0,0,0,0,
235,月白|月白,1,2,6,0,0,2,0,0,0.14,0,0,40,50,8,2,2,35,7,-10,0,0,35,8,25,25,34,55,5,0,0,5,0,0,0,0,
236,玉白|玉白,1,2,6,0,0,1,0,0,0.16,0,0,50,40,9,2,4,30,8,-10,0,0,30,8,25,25,35,55,5,0,0,6,0,0,0,0,
1001,柿头,1,3,0,1,0,92,0,0,0,5,5,10,10,0,1,0,0,0,0,0,0,5,8,25,25,0,0,4,0,0,0,0,1,1,0,脸如柿子头扁平，只一交口便要晕。
1002,浅头,1,3,0,1,0,84,0,0,0,5,5,10,10,0,1,0,0,0,0,0,0,7,8,25,25,1,0,4,0,0,0,0,1,1,0,头短脸平项不深，如此相貌何足惜。
1003,圆头,1,3,0,1,0,76,0,0,0,5,5,10,10,0,1,0,0,0,0,0,0,9,8,25,25,2,0,4,0,0,0,0,1,1,0,圆头虽小锭充足，身长背驼不稀奇。
1004,尖头,2,3,0,1,0,68,0,0,0,10,10,20,10,0,2,0,0,0,0,0,0,11,4,100,200,3,0,4,0,0,0,0,2,2,0,额头尖来牙口利，斗相凶顽不可欺。
1005,方头,2,3,0,1,0,60,0,0,0,10,10,20,10,0,2,0,0,0,0,0,0,13,4,100,200,4,0,4,0,0,0,0,2,2,0,头方眼高性刚强，腮宽额阔牙锋藏。
1006,大头,2,3,0,1,0,52,0,0,0,10,10,20,10,0,2,0,0,0,0,0,0,15,4,100,200,5,0,4,0,0,0,0,2,2,0,项宽头大力気强，自有勇力莫商量。
1007,麻头,3,3,0,1,0,44,0,0,0,15,15,20,20,0,3,0,0,0,0,0,0,17,4,225,675,6,0,5,0,0,0,0,3,3,0,头上斗丝密密麻，场中得胜遍开花。
1008,黑脸,3,3,0,1,0,36,0,0,0,15,15,20,20,0,3,0,0,0,0,0,0,19,4,225,675,7,0,5,0,0,0,0,3,3,0,一张长脸如灶黑，此物名号是强良。
1009,红额,3,3,0,1,0,28,0,0,0,15,15,20,20,0,3,0,0,0,0,0,0,21,4,225,675,8,0,5,0,0,0,0,3,3,0,当头一点似血红，咬死来虫尽逞凶。
1010,金鼎,4,1,0,1,0,20,0,0,0,20,20,30,20,0,4,0,0,0,0,0,0,23,4,400,1600,9,0,5,0,0,0,0,3,3,0,头宽眼大额抹金，日交三度也还赢。
1011,三尖头,4,1,0,1,0,16,0,0,0,20,20,30,20,0,4,0,0,0,0,0,0,25,4,400,1600,10,0,5,0,0,0,0,4,4,0,三面出角锭高结，赢得满场万千千。
1012,宝石头,4,1,0,1,0,12,0,0,0,20,20,30,20,0,4,0,0,0,0,0,0,27,4,400,1600,11,0,5,0,0,0,0,4,4,0,宝石雕成六面角，玲珑剔透闪晶光。
1013,琥珀头,5,1,0,1,0,8,0,0,0,25,25,30,30,0,5,0,0,0,0,0,0,30,8,625,3125,12,0,6,0,0,0,0,5,5,0,头似琥珀星如玉，咬退诸虫不复局。
1014,蝴蝶头,5,1,0,1,0,6,0,0,0,25,25,30,30,0,5,0,0,0,0,0,0,32,8,625,3125,13,0,6,0,0,0,0,5,5,0,两眼高耸星門突，名号蝴蝶殊难输。
1015,玉鼎,6,1,0,1,0,4,0,0,0,30,30,40,40,0,6,0,0,0,0,0,0,34,12,900,5400,14,0,6,0,0,0,0,6,6,0,额悬白玉圆如珠，千金不换玉龙驹。
1016,蜻蜓头,6,1,0,1,0,3,0,0,0,30,30,40,40,0,7,0,0,0,0,0,0,36,12,900,5400,15,0,6,0,0,0,0,7,7,0,额高眼突蜻蜓样，诸虫见了岂能当。
1017,菩提头,7,1,0,1,0,2,0,0,0,35,35,50,50,0,8,0,0,0,0,0,0,38,16,1225,8575,16,0,7,0,0,0,0,8,8,0,圆头饱满项宽舒，四面结锭若明珠。
1018,寿星头,7,1,0,1,0,1,0,0,0,35,35,50,50,0,9,0,0,0,0,0,0,40,16,1225,8575,17,0,7,0,0,0,0,9,9,0,头黄项勒足轩昂，黄玉星头隆额上。
2001,圆翅,1,3,0,1,0,92,0,0,0,5,5,0,0,1,0,0,0,0,0,5,1,0,8,25,25,18,0,4,1,0,1,0,0,0,0,圆翅短小梢無锋，腰身细长肉也松。
2002,方翅,1,3,0,1,0,84,0,0,0,5,5,0,0,1,0,0,0,0,0,7,1,0,8,25,25,19,0,4,1,0,1,0,0,0,0,两翅方正粗且厚，肚尾空空不堪斗。
2003,尖翅,1,3,0,1,0,76,0,0,0,5,5,0,0,1,0,0,0,0,0,9,1,0,8,25,25,20,0,4,1,0,1,0,0,0,0,体态轻盈翅梢尖，修长好似两把剑。
2004,阔翅,2,3,0,1,0,68,0,0,0,10,10,0,0,2,0,0,0,0,0,11,2,0,4,100,200,21,0,4,2,0,2,0,0,0,0,阔翅生相似骨牌，衣翅無角尾锋短。
2005,乌背,2,3,0,1,0,60,0,0,0,10,10,0,0,2,0,0,0,0,0,13,2,0,4,100,200,22,0,4,2,0,2,0,0,0,0,翅如点漆包扎紧，左右观来無别色。
2006,翘翅,2,3,0,1,0,52,0,0,0,40,-10,0,0,2,0,0,0,0,0,15,2,0,4,100,200,23,0,4,2,0,2,0,0,0,0,翘翅無声性最雄，头大牙长定立功。
2007,陰陽翅,3,1,0,1,0,44,0,0,0,15,15,0,0,3,0,0,0,0,0,17,3,0,4,225,675,24,0,5,3,0,3,0,0,0,0,将军生来穿怪衣，雌雄莫辨真稀奇。
2008,烂衣,3,1,0,1,0,36,0,0,0,50,-20,0,0,3,0,0,0,0,0,19,3,0,4,225,675,25,0,5,3,0,3,0,0,0,0,衣衫褴褛肉带苍，秋虫见了自慌张。
2009,长衣,3,1,0,1,0,28,0,0,0,15,15,0,0,3,0,0,0,0,0,21,3,0,4,225,675,26,0,5,3,0,3,0,0,0,0,腿白腰圆翅齐尾，头大项阔金长衣。
2010,紫翅,4,3,0,1,0,20,0,0,0,20,20,0,0,4,0,0,0,0,0,23,4,0,4,400,1600,27,0,5,3,0,3,0,0,0,0,身宽项阔翅皱文，紫袍将军妙绝伦。
2011,银背,4,3,0,1,0,16,0,0,0,20,20,0,0,4,0,0,0,0,0,25,4,0,4,400,1600,28,0,5,4,0,4,0,0,0,0,翅似铺银肉似霜，要知此物不寻常。
2012,飞翅,4,3,0,1,0,12,0,0,0,20,20,0,0,4,0,0,0,0,0,27,4,0,4,400,1600,29,0,5,4,0,4,0,0,0,0,飞蛛善斗体轻盈，将军百战百场赢。
2013,玻璃翅,5,1,0,1,0,8,0,0,0,-20,35,0,0,5,0,0,0,0,0,30,5,0,8,625,3125,30,0,6,5,0,5,0,0,0,0,玉白雕成两片翅，淡薄轻银似透明。
2014,乌金翅,5,1,0,1,0,6,0,0,0,25,25,0,0,5,0,0,0,0,0,32,5,0,8,625,3125,31,0,6,5,0,5,0,0,0,0,翅黑如墨绽金光，扫尽诸虫不可当。
2015,青金翅,6,1,0,1,0,4,0,0,0,30,30,0,0,6,0,0,0,0,0,34,6,0,12,900,5400,32,0,6,6,0,6,0,0,0,0,好似竹叶铺黄金，长衣齐尾神采盈。
2016,琵琶翅,6,1,0,1,0,3,0,0,0,30,30,0,0,7,0,0,0,0,0,36,6,0,12,900,5400,33,0,6,7,0,7,0,0,0,0,琵琶项上带销金，头小牙长体似金。
2017,子午搭,7,1,0,1,0,2,0,0,0,35,35,0,0,8,0,0,0,0,0,38,7,0,16,1225,8575,34,0,7,8,0,8,0,0,0,0,左搭生性猛似火，时辰子午更换频。
2018,锦蓑衣,7,1,0,1,0,1,0,0,0,35,35,0,0,9,0,0,0,0,0,40,7,0,16,1225,8575,35,0,7,9,0,9,0,0,0,0,两翅平铺似鸟飞，闻名天下锦蓑衣。
3001,水牙,1,3,0,1,0,92,0,0,0,5,5,0,0,0,0,1,5,1,-3,0,0,0,8,25,25,36,0,4,0,1,0,1,0,0,0,一付牙齿水汪汪，好似糯米煮成汤。
3002,花牙,1,3,0,1,0,84,0,0,0,5,5,0,0,0,0,1,7,1,-4,0,0,0,8,25,25,37,0,4,0,1,0,1,0,0,0,牙色不分無力気，胜少输多何必疑。
3003,黄牙,1,3,0,1,0,76,0,0,0,5,5,0,0,0,0,1,9,1,-5,0,0,0,8,25,25,38,0,4,0,1,0,1,0,0,0,油黄牙齿宽又阔，纵然得胜终难久。
3004,紫牙,2,3,0,1,0,68,0,0,0,10,10,0,0,0,0,2,11,2,-6,0,0,0,4,100,200,39,0,4,0,2,0,2,0,0,0,深紫牙齿浓似墨，咬杀秋虫人失色。
3005,白牙,2,3,0,1,0,60,0,0,0,10,10,0,0,0,0,2,13,2,-7,0,0,0,4,100,200,40,0,4,0,2,0,2,0,0,0,长牙细白利如剑，将军陣前舞白练。
3006,红牙,2,3,0,1,0,52,0,0,0,10,10,0,0,0,0,2,15,2,-8,0,0,0,4,100,200,41,0,4,0,2,0,2,0,0,0,红牙一对长且细，合战交锋如霹雳。
3007,芝麻牙,3,1,0,1,0,44,0,0,0,15,15,0,0,0,0,3,17,3,-9,0,0,0,4,225,675,42,0,5,0,3,0,3,0,0,0,斑斑点点牙一对，四四方方骷髅脸。
3008,紫花钳,3,1,0,1,0,36,0,0,0,15,15,0,0,0,0,3,19,3,-10,0,0,0,4,225,675,43,0,5,0,3,0,3,0,0,0,牙中挂线紫黑色，骁勇善战惹人羡。
3009,织牙,3,3,0,1,0,28,0,0,0,15,15,0,0,0,0,3,21,3,-11,0,0,0,4,225,675,44,0,5,0,3,0,3,0,0,0,黑纹上下左右连，一牙双线不多见。
3010,铡刀牙,4,1,0,1,0,20,0,0,0,20,20,0,0,0,0,4,23,4,-12,0,0,0,4,400,1600,45,0,5,0,3,0,3,0,0,0,口中一副銅铡刀，来虫只好把命交。
3011,花蛋牙,4,1,0,1,0,16,0,0,0,20,20,0,0,0,0,4,25,4,-13,0,0,0,4,400,1600,46,0,5,0,4,0,4,0,0,0,牙上黑斑似蛋形，自是交口场场赢。
3012,鸳鸯牙,4,1,0,1,0,12,0,0,0,20,20,0,0,0,0,4,27,4,-14,0,0,0,4,400,1600,47,0,5,0,4,0,4,0,0,0,异相生来两个牙，一红一白实堪夸。
3013,黑红钳,5,1,0,1,0,8,0,0,0,25,25,0,0,0,0,5,30,5,-15,0,0,0,8,625,3125,48,0,6,0,5,0,5,0,0,0,黑边牙齿色深红，鬼头刀上走乌龙。
3014,红烛钳,5,1,0,1,0,6,0,0,0,25,25,0,0,0,0,5,32,5,-16,0,0,0,8,625,3125,49,0,6,0,5,0,5,0,0,0,厚阔獠牙开一线，朱光闪烁红如血。
3015,竹钉钳,6,1,0,1,0,4,0,0,0,30,30,0,0,0,0,6,34,6,-17,0,0,0,12,900,5400,50,0,6,0,6,0,6,0,0,0,根粗头锐亮如银，最贵不过尖竹钉。
3016,白骨牙,6,1,0,1,0,3,0,0,0,30,30,0,0,0,0,7,36,6,-18,0,0,0,12,900,5400,51,0,6,0,7,0,7,0,0,0,干洁無光灰白色，死人骨头一般同。
3017,鉄門闩,7,1,0,1,0,2,0,0,0,35,35,0,0,0,0,8,38,7,-19,0,0,0,16,1225,8575,52,0,7,0,8,0,8,0,0,0,一道黑纹横中间，牙中無敌世难见。
3018,乌钢钳,7,1,0,1,0,1,0,0,0,35,35,0,0,0,0,9,40,7,-20,0,0,0,16,1225,8575,53,0,7,0,9,0,9,0,0,0,黑牙如漆荞麦形，乌钢铸成世上稀。
4001,黑眼,4,3,0,1,0,8,0,0,0,20,20,0,0,0,0,0,15,3,-5,15,3,15,4,400,1600,54,0,4,0,0,0,0,0,0,0,眼如黑漆面上突，此般贵相最难求。
4002,日月眼,5,1,0,1,0,4,0,0,0,25,25,0,0,0,0,0,20,4,-5,20,4,20,8,625,3125,55,0,5,0,0,0,0,0,0,0,看来黑白两分明，异样生成怪眼睛。
4003,陰陽眼,6,1,0,1,0,2,0,0,0,30,30,0,0,0,0,0,25,5,-5,25,5,25,12,900,5400,56,0,5,0,0,0,0,0,0,0,赤如丹砂白如玉，一红一白分陰陽。
4004,三线,4,3,0,1,0,8,0,0,0,20,20,10,10,2,2,2,0,0,0,0,0,0,4,400,1600,57,0,5,0,8,0,0,0,0,0,额上斗丝分三线，当中一条红如血。
4005,一线,5,1,0,1,0,4,0,0,0,25,25,20,20,3,3,3,0,0,0,0,0,0,8,625,3125,58,0,6,0,10,0,0,0,0,0,将军当头一条线，来虫交口便打旋。
4006,八线,6,1,0,1,0,2,0,0,0,30,30,30,30,4,4,4,0,0,0,0,0,0,12,900,5400,59,0,6,0,12,0,0,0,0,0,五七斗丝何足贵，诸虫岂敌八纹枭。
4007,龟甲,4,3,0,1,0,8,0,0,0,30,20,50,0,0,0,0,0,0,0,30,4,0,4,400,1600,60,0,4,0,0,0,0,8,0,0,腹带龟甲黑似漆，腿圆项紧身有力。
4008,金束带,5,1,0,1,0,4,0,0,0,35,25,60,0,0,0,0,0,0,0,35,5,0,8,625,3125,61,0,5,0,0,0,0,10,0,0,红铃若得满腰生，常胜号为金束带。
4009,龙鳞甲,6,1,0,1,0,2,0,0,0,40,30,70,0,0,0,0,0,0,0,40,6,0,12,900,5400,62,0,5,0,0,0,0,12,0,0,满背生得红铃甲，将军披挂刺锦花。
4010,鸳鸯须,4,1,0,1,0,8,0,0,0,20,20,0,50,0,0,0,30,4,-20,0,0,0,4,400,1600,63,0,4,8,0,0,0,0,0,0,将军头上雉尾摇，一黑一红逞英豪。
4011,竹节须,5,1,0,1,0,4,0,0,0,25,25,0,60,0,0,0,35,5,-20,0,0,0,8,625,3125,64,0,5,10,0,0,0,0,0,0,战须中间有一节，不拘左右皆妙绝。
4012,蝴蝶须,6,1,0,1,0,2,0,0,0,30,30,0,70,0,0,0,40,6,-20,0,0,0,12,900,5400,65,0,5,12,0,0,0,0,0,0,蝴蝶须短鼓锥形，一见敌虫逞凶狂。
4013,鉄项,4,3,0,1,0,8,0,0,0,25,20,0,0,0,0,0,0,0,0,35,7,0,4,400,1600,66,0,6,0,0,0,0,0,8,0,鉄皮颈项宽又阔，项上生茸色正浓。
4014,雪花,5,3,0,1,0,4,0,0,0,30,25,0,0,0,0,0,0,0,0,40,8,0,8,625,3125,67,0,7,0,0,0,0,0,10,0,项上無毛不是虫，满项铺沙贵不同。
4015,烂斑,6,3,0,1,0,2,0,0,0,35,30,0,0,0,0,0,0,0,0,45,9,0,12,900,5400,68,0,7,0,0,0,0,0,12,0,项生烂斑毛沙重，赢遍三秋满堂红。
4016,三叉将,4,1,0,1,0,8,0,0,0,20,20,0,0,0,7,0,0,0,0,0,0,35,4,400,1600,69,0,5,0,0,8,0,0,0,0,腿脚圆长爪三钩，能顶千斤拖地走。
4017,线穿腿,5,1,0,1,0,4,0,0,0,25,25,0,0,0,8,0,0,0,0,0,0,40,8,625,3125,70,0,6,0,0,10,0,0,0,0,六足观来似断脱，只因银丝穿腿过。
