#,0,1,12,99,2,3,7,11,8,9,10,5,4,6,101,102,103,201,202,203,301,302,901,902,903,904,905,906,907,908,909,910,911,912,913,914,915,916,995,996,997,998,999,994
102,贼人营寨,12&1|2&2,12,一伙狡猾的贼人隐匿于此地，他们总在夜间行动，专門窃夺無辜百姓的财物……,1,1,1,10,512|516|512|516|512,1,1,3201&5|3202&4|3203&2|3204&1|3205&0,-1,1,-1,-1,-1,-1,-1,-1,0,2002,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2002,4002
103,悍匪砦,17&2|12&3,12,大批気焰嚣张的匪类于此地占路夺桥，拉帮结派，方圆数百里内，受其欺凌者不计其数……,2,2,2,10,507|516|507|516|507,1,1,3301&5|3302&4|3303&2|3304&1|3305&0,-1,1,-1,-1,-1,-1,-1,-1,0,2003,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2003,4003
104,叛徒结伙,7&2|10&3,16,此地聚集了许多来自不同門派的弃徒，他们或为复仇，或为奸恶目的，最终结成一伙，为害江湖……,3,3,3,10,508|516|508|516|508,1,1,3401&1|3402&1|3403&1|3404&1|3405&1|3406&1|3407&1|3408&1|3409&1|3410&1|3411&1|3412&1|3413&1|3414&1|3415&1,-1,1,-1,-1,-1,-1,-1,-1,0,2004,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2004,4004
105,恶人谷,0&2|12&2|1&3,12,许多同时身负正邪两道数笔血债的亡命之徒盘踞于此地，因为过着刀口舔血、朝不保夕的日子，故而异常的凶恶……,4,4,4,10,505|516|505|516|505,1,1,3501&5|3502&4|3503&2|3504&1|3505&0,-1,1,-1,-1,-1,-1,-1,-1,0,2005,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2005,4005
106,迷香陣,2&2|10&2|9&3,18,迷香陣笼罩在一片红雾之内，伴随着其中的细细笑语和靡靡乐音，陣陣异香不断地飘送出来……,4,4,4,10,511|501|501|501|511,1,1,3601&5|3602&4|3603&2|3604&1|3605&0,-1,1,-1,-1,-1,-1,-1,-1,0,2006,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2006,4006
107,乱葬岗,13&2|16&3|18&3,18,弃置着众多枉死者尸身的不祥之地，随着一些江湖上的诡怪术士在此地频繁出入，更为此地蒙上了一层可怖的陰影……,5,5,5,10,509|510|510|510|509,1,1,3701&5|3702&4|3703&2|3704&1|3705&0,-1,1,-1,-1,-1,-1,-1,-1,0,2007,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2007,4007
108,异士居,4&2|6&3|14&3,6,一些左道异士结庐居于此地，这些异士虽身怀絶技，但性情乖戾，善恶不分，行事只凭一时之兴……,6,6,6,10,501|502|503|504|506,1,1,3801&5|3802&4|3803&2|3804&1|3805&0,-1,1,-1,-1,-1,-1,-1,-1,0,2008,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2008,4008
109,邪人死地,2&2|5&2|11&3|14&3,11,大批异疆邪教中人群聚于此，他们设坛祭鬼，施烟布瘴，每日杀人取乐，闻者無不色变……,7,7,7,10,513|513|513|513|513,1,1,3901&5|3902&4|3903&2|3904&1|3905&0,-1,1,-1,-1,-1,-1,-1,-1,0,2009,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2009,4009
110,修羅场,15&2|17&2|12&3|16&3,16,发生过极多可怕杀戮的凶恶之地，许多曾在杀戮中失却心智的疯子与狂人受到炼心师的操弄，仍不断游荡在此地附近……,7,7,7,10,509|516|509|516|509,1,1,4001&5|4002&4|4003&2|4004&1|4005&0,-1,1,-1,-1,-1,-1,-1,-1,0,2010,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2010,4010
111,群魔乱舞,2&3|13&3|16&3|18&3,20,一支無名魔教的教众占据着此地，他们为了壮大自身的声势，不断以骇人的手段残害着武林正道的人士……,8,8,8,10,514|514|514|514|514,1,1,4101&5|4102&4|4103&2|4104&1|4105&0,-1,1,-1,-1,-1,-1,-1,-1,0,2011,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2011,4011
112,弃世绝境,9&3|14&3|19&3|20&3,14,此地曾是某处世外绝境的屏障，直到無休止的江湖纷争蔓延至此，那些原本隐居于绝境中的人满怀着仇恨被迫重返尘世……,9,9,9,10,513|514|505|514|513,1,1,4201&5|4202&4|4203&2|4204&1|4205&0,-1,1,-1,-1,-1,-1,-1,-1,0,2012,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,2012,4012
201,玄石与紫竹,-1&1,20,一棵紫竹生长在一块玄石之上，看上去极是怪异，玄石不知从何而来，紫竹亦不知由何而生……,-1,-1,-1,10,0|0|0|0|0,1,101,0&0,6,0,-1,-1,-1,5000,-1,-1,0,2327,1013,1013,1013,1013,1013,1013,1001,1015,1019,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,2|3|4|5|6,-1,0
10001,促织高鸣,-1&1,-1,此处万籁俱寂，偶尔传出几声促织的鸣叫，所谓“虫王出，百里肃”，有虫王的地方，通常方圆数十里内不闻雑音，或许能在此处捕捉到珍稀的促织。,0,1,1,5,516|516|516|516|516,1,0,0&0,3,0,-1,-1,-1,99,-1,-1,0,1031,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,-7&10,0&0,1,7,0,0
10005,促织高鸣,-1&2,-1,此处万籁俱寂，偶尔传出几声促织的鸣叫，所谓“虫王出，百里肃”，有虫王的地方，通常方圆数十里内不闻雑音，或许能在此处捕捉到珍稀的促织。,0,3,3,5,516|516|516|516|516,1,0,0&0,3,0,-1,-1,-1,99,-1,-1,0,1031,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,-7&30,0&0,1,7,0,0
10006,促织高鸣,-1&3,-1,此处万籁俱寂，偶尔传出几声促织的鸣叫，所谓“虫王出，百里肃”，有虫王的地方，通常方圆数十里内不闻雑音，或许能在此处捕捉到珍稀的促织。,0,5,5,5,516|516|516|516|516,1,0,0&0,3,0,-1,-1,-1,99,-1,-1,0,1031,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,-7&50,0&0,1,7,0,0
10002,商贾云集,7&2|8&2,-1,一场维持数月的集会正在此地举办，来自五湖四海的商贾满载着货物沿街叫卖，好一番热闹景象！,0,1,1,5,506|506|506|506|506,2,0,0&0,3,0,6|100,-1,-1,-1,-1,-1,0,3001,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,-1&1,0&0,3,1,0,0
10003,商贾云集,7&3|8&3,-1,一场维持数月的集会正在此地举办，来自五湖四海的商贾满载着货物沿街叫卖，好一番热闹景象！,0,3,3,5,506|506|506|506|506,2,0,0&0,3,0,6|200,-1,-1,-1,-1,-1,0,3001,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,-1&3,0&0,3,1,0,0
10004,商贾云集,7&4|8&4,-1,一场维持数月的集会正在此地举办，来自五湖四海的商贾满载着货物沿街叫卖，好一番热闹景象！,0,5,5,5,506|506|506|506|506,2,0,0&0,3,0,6|300,-1,-1,-1,-1,-1,0,3001,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,-1&5,0&0,3,1,0,0
10007,沿街卖艺,7&3,7,因获得了在此地卖艺的许可，可以在此地进行一次卖艺……,0,1,1,10,501|503|505|509|516,2,0,0&0,3,1,0|100,4|100,-1,-1,-1,-1,9510,9511,1029,1029,1029,1029,1029,1029,1001,1031,1033,1035,1037,1039,1039,1029,1017,1027,0&0,0&0,0,8|9,0,0
10008,沿街卖艺,12&4,12,因获得了在此地卖艺的许可，可以在此地进行一次卖艺……,0,3,3,10,501|503|505|509|516,2,0,0&0,3,1,0|200,4|200,-1,-1,-1,-1,9510,9511,1029,1029,1029,1029,1029,1029,1001,1031,1033,1035,1037,1039,1039,1029,1017,1027,0&0,0&0,0,8|9,0,0
10009,沿街卖艺,8&5,8,因获得了在此地卖艺的许可，可以在此地进行一次卖艺……,0,5,5,10,501|503|505|509|516,2,0,0&0,3,1,0|300,4|300,-1,-1,-1,-1,9510,9511,1029,1029,1029,1029,1029,1029,1001,1031,1033,1035,1037,1039,1039,1029,1017,1027,0&0,0&0,0,8|9,0,0
10010,家常酒宴,8&3,8,在此地位高权重之人的协助下，准备开办一场家常酒宴……,0,1,1,10,506|506|506|506|506,2,0,0&0,3,0,0|500,5|1000,-1,-1,-1,-1,9525,9526,1041,1041,1041,1041,1041,1041,1001,1041,1041,1041,1041,1041,1041,1041,1017,1027,0&0,0&0,0,10,0,0
10011,酒楼酒宴,8&5,8,在此地位高权重之人的协助下，准备开办一场酒楼酒宴……,0,3,3,10,506|506|506|506|506,2,0,0&0,3,0,0|1000,5|2000,-1,-1,-1,-1,9525,9526,1041,1041,1041,1041,1041,1041,1001,1041,1041,1041,1041,1041,1041,1041,1017,1027,0&0,0&0,0,10,0,0
10012,庄园酒宴,8&7,8,在此地位高权重之人的协助下，准备开办一场庄园酒宴……,0,5,5,10,506|506|506|506|506,2,0,0&0,3,0,0|1500,5|3000,-1,-1,-1,-1,9525,9526,1041,1041,1041,1041,1041,1041,1001,1041,1041,1041,1041,1041,1041,1041,1017,1027,0&0,0&0,0,10,0,0
10013,家常茶会,8&3,8,在此地位高权重之人的协助下，准备开办一场家常茶会……,0,1,1,10,506|506|506|506|506,2,0,0&0,3,0,0|500,5|1000,-1,-1,-1,-1,9563,9564,1043,1043,1043,1043,1043,1043,1001,1043,1043,1043,1043,1043,1043,1043,1017,1027,0&0,0&0,0,10,0,0
10014,庭院茶会,8&5,8,在此地位高权重之人的协助下，准备开办一场庭院茶会……,0,3,3,10,506|506|506|506|506,2,0,0&0,3,0,0|1000,5|2000,-1,-1,-1,-1,9563,9564,1043,1043,1043,1043,1043,1043,1001,1043,1043,1043,1043,1043,1043,1043,1017,1027,0&0,0&0,0,10,0,0
10015,庄园茶会,8&7,8,在此地位高权重之人的协助下，准备开办一场庄园茶会……,0,5,5,10,506|506|506|506|506,2,0,0&0,3,0,0|1500,5|3000,-1,-1,-1,-1,9563,9564,1043,1043,1043,1043,1043,1043,1001,1043,1043,1043,1043,1043,1043,1043,1017,1027,0&0,0&0,0,10,0,0
11001,《浑心無字決》,-1&9,-1,不世宝典——《浑心無字決》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,601|601|601|601|601,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11002,《白衣行化笈》,-1&9,-1,不世宝典——《白衣行化笈》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,602|602|602|602|602,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11003,《大全千法》,-1&9,-1,不世宝典——《大全千法》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,603|603|603|603|603,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11004,《象龙演画》,-1&9,-1,不世宝典——《象龙演画》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,604|604|604|604|604,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11005,《心观残笺》,-1&9,-1,不世宝典——《心观残笺》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,605|605|605|605|605,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11006,《八埏至宝経》,-1&9,-1,不世宝典——《八埏至宝経》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,606|606|606|606|606,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11007,《化影奇书》,-1&9,-1,不世宝典——《化影奇书》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,607|607|607|607|607,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11008,《無名剑典》,-1&9,-1,不世宝典——《無名剑典》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,608|608|608|608|608,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11009,《十杀魔羅录》,-1&9,-1,不世宝典——《十杀魔羅录》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,609|609|609|609|609,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11010,《一画开天》,-1&9,-1,不世宝典——《一画开天》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,610|610|610|610|610,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11011,《無先玄元书》,-1&9,-1,不世宝典——《無先玄元书》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,611|611|611|611|611,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11012,《九似真藏》,-1&9,-1,不世宝典——《九似真藏》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,612|612|612|612|612,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11013,《天通神术》,-1&9,-1,不世宝典——《天通神术》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,613|613|613|613|613,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
11014,《神女绝音》,-1&9,-1,不世宝典——《神女绝音》——已被发现，武林当中正邪各派的高手逐渐聚集于此，一场大战在所难免！究竟谁能技压群豪，夺得宝典？,7,7,7,10,614|614|614|614|614,1,2,0&0,6,1,6|1000,-1,-1,-1,-1,-1,2306,2307,1013,1013,1013,1013,1013,1013,1001,1015,1045,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,1,1|2|3|4|5|6,0,0
3007,寻找乌金紫檀,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,508|508|508|508|508,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3014,寻找九曲紫竹,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,508|508|508|508|508,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3107,寻找玄鉄,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,507|507|507|507|507,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3114,寻找蝉壳精金,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,507|507|507|507|507,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3207,寻找神照石,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,512|512|512|512|512,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3214,寻找昆仑活玉,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,512|512|512|512|512,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3307,寻找金缕蝉衣,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,511|511|511|511|511,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3314,寻找天蚕丝,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,511|511|511|511|511,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3407,寻找蓝孔雀,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,515|515|515|515|515,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3414,寻找黑熊,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,515|515|515|515|515,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3421,寻找猴头菇,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,515|515|515|515|515,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
3428,寻找鲟鳇鱼,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,515|515|515|515|515,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
4004,寻找千年活霊芝,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,509|509|509|509|509,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
4008,寻找玉仏露,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,509|509|509|509|509,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
4012,寻找女娲石,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,509|509|509|509|509,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
4016,寻找赤腹血龟,-1&2,-1,天地异动，风云变幻之时，便是天材地宝出世之日，此地在遭受天灾之后，似乎出现了罕贵之物……,0,6,3,5,509|509|509|509|509,2,3,0&0,12,1,-1,-1,-1,10000,-1,-1,0,2325,1013,1013,1013,1013,1013,1013,1001,1015,1023,1005,1007,1003,1009,1011,1017,1027,0&0,0&0,0,3,0,0
