#,0,1,2,3,4,5,6,7,8,9,10,11
50046,幻毒抵抗,1,,20004,20010,0,0,1,1,1,,0
50040,内息紊乱,10,,20010,20004,0,0,0,0,1,,0
52001,緻密,1,,20008,20008,0,0,0,1,1,,0
52002,鋭敏,1,,20008,20008,0,0,0,1,1,,0
52003,水感,1,,20008,20008,0,0,0,1,1,,0
52004,勇壮,1,,20008,20008,0,0,0,1,1,,0
52005,忍耐,1,,20008,20008,0,0,0,1,1,,0
52006,冷静,1,,20008,20008,0,0,0,1,1,,0
52007,福縁,1,,20008,20008,0,0,0,1,1,,0
50024,生育,1,%,20004,20010,0,0,0,1,1,,0
50206,喜悪周期,1,年,20008,20008,0,0,0,1,1,,0
50209,好感変化,1, / 年,20004,20010,0,0,0,1,1,,0
11,外傷,10,%,20010,20004,1,0,0,1,0,,0
12,内傷,10,%,20010,20004,1,0,0,1,0,,0
13,健康,1,,20004,20010,1,0,0,1,0,,0
39,内息紊乱,1,,20010,20004,1,0,0,1,0,,0
61,烈毒,1,,20008,20003,1,0,0,1,0,,0
62,郁毒,1,,20006,20003,1,0,0,1,0,,0
63,寒毒,1,,20005,20003,1,0,0,1,0,,0
64,赤毒,1,,20010,20003,1,0,0,1,0,,0
65,腐毒,1,,20004,20003,1,0,0,1,0,,0
66,幻毒,1,,20007,20003,1,0,0,1,0,,0
92,戦利品を落とす,1,%,20004,20010,0,0,0,1,0,,0
93,心を失った人を治す,1,%,20004,20010,0,0,0,1,0,,0
907,旅行速度,1,%,20004,20010,0,0,0,1,0,,0
908,道具袋の大きさ,100,,20004,20010,0,0,0,1,0,,0
